original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,Doomwatch,"The waters surrounding an island become contaminated by chemical dumping, and people who eat fish caught in those waters become deformed and violent.",0.842879,01/03/1972,92,An ecological nightmare gone berserk!,Doomwatch,7.4,7,6.99
en,The Blind Side,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",12.753109,20/11/2009,129,Based on the extraordinary true story,The Blind Side,7.2,1626,6.99
en,Earthlings,"Using hidden cameras and never-before-seen footage, Earthlings chronicles the day-to-day practices of the largest industries in the world, all of which rely entirely on animals for profit.",4.059534,24/09/2005,95,Make The Connection,Earthlings,7.6,86,7.99
en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185.070892,10/12/2009,162,Enter the World of Pandora.,Avatar,7.2,12114,6.99
en,The Friends of Eddie Coyle,"Eddie's friends are numerous, but the term friends is suspect. As a small time hood Eddie is about to go back to jail. In order to escape this fate he deals information on stolen guns to the feds. Simultaneously he is supplying arms to his bank robbing/kidnapping hoodlum chums. But who else is dealing with the feds? Who gets the blame for snitching on the bank robbers?",8.652856,26/06/1973,102,"It's a grubby, violent, dangerous world. But it's the only world they know. And they're the only friends Eddie has.",The Friends of Eddie Coyle,7.6,38,7.99
en,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,8.621359,13/06/2009,93,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1769,7.99
en,Jos rakastat,Musiikkielokuva joka kertoo ministerin tyttären ja maahanmuuttajien pojan rosoisen rakkaustarinan.,0.368731,06/01/2010,121,Menneisyyttä ei voi paeta ikuisesti. Antaako rakkaus lopulta kaiken anteeksi?,If You Love,7.5,4,7.99
en,Nowhere Boy,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,5.08732,25/12/2009,98,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,250,6.99
en,Dante's Hell Animated,"Dante's Hell Animated is a real and truthful epic animation film that embarks Dante Alighieri's journey through the first part of the afterlife, Hell. It is a compelling four-quadrant film presented circle by circle in a chronological descent to the center of Hell, and to the exit into Purgatory. Dante's Hell Animated comes in two versions, one recited in primitive Italian in Dante's own words, and another narrated in English better understanding in this non-original language. Dante is guided by his hero Virgil through each circle of Hell and their subdivisions until they reach the center of the Earth and escaped to the other hemisphere into Purgatory. It features over 50 original color illustrations from the upcoming Dante's Hell comic book and magazine series, put together in a series of animation clips that will delight young and mature audiences.",0.787493,25/11/2013,35,The real epic animation as written by Dante Alighieri,Dante's Hell Animated,8,4,7.99
en,Too Many Husbands,Romantic comedy adapted from a Somerset Maugham play.,0.539853,03/04/1940,81,JUST MARRIED.......BUT TO WHOM?,Too Many Husbands,7.2,3,6.99
en,More Than a Game,This documentary follows NBA superstar LeBron James and four of his talented teammates through the trials and tribulations of high school basketball in Ohio and James' journey to fame.,1.199003,06/09/2008,105,The incredible true story of LeBron James and the Akron Fab Five,More Than a Game,7.2,17,6.99
en,Temple Grandin,"A biopic of Temple Grandin, an autistic woman who has become one of top scientists in humane livestock handling.",4.762242,06/02/2010,108,Autism gave her a vision. She gave it a voice.,Temple Grandin,7.7,93,7.99
en,Désirée,"In Marseilles, France in 1794, Desiree Clary, a young millinery clerk, becomes infatuated with Napoleon Bonaparte, but winds up wedding Genaral Jean-Baptiste Berandotte, an aid to Napoleon who later joins the forces that bring about the Emperor's downfall. Josephine Beauharnais, a worldly courtesan marries Napoleon and becomes Empress of France, but is then cast aside by her spouse when she proves unable to produce an heir to the throne.",0.556292,16/11/1954,110,"The rise and fall of Napoleon Bonaparte, Emperor of France.",Désirée,7.2,5,6.99
en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,18/02/2010,138,Someone is missing.,Shutter Island,7.8,6559,7.99
en,The Secret of Kells,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",5.544992,09/02/2009,75,Turn the darkness into light,The Secret of Kells,7.3,184,6.99
en,Oceans,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",7.785003,17/10/2009,84,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,7.3,112,6.99
en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",14.416681,05/03/2010,98,One adventure will change two worlds,How to Train Your Dragon,7.5,4319,7.99
en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,22/03/2010,117,Shut up. Kick ass.,Kick-Ass,7.1,4747,6.99
en,Cain and Mabel,A chorus girl (Marion Davies) and a heavyweight boxer (Clark Gable) are paired romantically as a publicity stunt.,0.214955,26/09/1936,90,It's the Romantic Battle of the Century with a World championship Cast!,Cain and Mabel,8,1,7.99
en,Waking Sleeping Beauty,"By the mid-1980s, the fabled animation studios of Walt Disney had fallen on hard times. The artists were polarized between newcomers hungry to innovate and old timers not yet ready to relinquish control. These conditions produced a series of box-office flops and pessimistic forecasts: maybe the best days of animation were over. Maybe the public didn't care. Only a miracle or a magic spell could produce a happy ending. Waking Sleeping Beauty is no fairy tale. It's the true story of how Disney regained its magic with a staggering output of hits - ""Little Mermaid,"" ""Beauty and the Beast ,"" ""Aladdin,"" ""The Lion King,"" and more - over a 10-year period.",0.908184,05/09/2009,86,From 1984 to 1994 a perfect storm of people and circumstances changed the face of animation forever.,Waking Sleeping Beauty,7.4,22,6.99
en,The Roman Spring of Mrs. Stone,"Critics and the public say Karen Stone is too old -- as she approaches 50 -- for her role in a play she is about to take to Broadway. Her businessman husband, 20 years her senior, has been the angel for the play and gives her a way out: They are off to a holiday in Rome for his health. He suffers a fatal heart attack on the plane. Mrs. Stone stays in Rome. She leases a magnificent apartment with a view of the seven hills from the terrace. Then the contessa comes calling to introduce a young man named Paola to her. The contessa knows many presentable young men and lonely American widows.",0.943604,28/12/1961,103,The story of an American woman and her abandonment in Rome.,The Roman Spring of Mrs. Stone,7.4,4,6.99
en,This Is the Army,"In WW I dancer Jerry Jones stages an all-soldier show on Broadway, called Yip Yip Yaphank. Wounded in the War, he becomes a producer. In WW II his son Johnny Jones, who was before his fathers assistant, gets the order to stage a knew all-soldier show, called THIS IS THE ARMY. But in his pesonal life he has problems, because he refuses to marry his fiancée until the war is over.",0.800156,14/08/1943,121,It's your own army - in the army's own show!,This Is the Army,8.3,3,7.99
en,Exit Through the Gift Shop,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",5.188466,24/01/2010,87,The world's first Street Art disaster movie,Exit Through the Gift Shop,7.6,314,7.99
en,Julia Sweeney - Letting Go of God,"Julia Sweeney's third autobiographical monologue, Letting Go of God takes the audience through her Catholic upbringing and how personal events in her life and that of her family led her to a disbelief in a personal universal deity.",0.357063,21/11/2008,130,Breaking up is hard to do,Julia Sweeney - Letting Go of God,8.4,5,7.99
en,Night Must Fall,"When a rich but cantankerous dowager on an isolated estates hires an engaging handyman, her niece/companion becomes suspicious of his motives.",1.919229,30/04/1937,116,AMAZING! DIFFERENT! UNIQUE!,Night Must Fall,7.6,5,7.99
en,Pinky,"Pinky, a light skinned black woman, returns to her grandmother's house in the South after graduating from a Northern nursing school. Pinky tells her grandmother that she has been ""passing"" for white while at school in the North. In addition, Pinky has fallen in love with a young white doctor, Dr. Thomas Adams, who knows nothing about her black heritage. Pinky says that she will return to the North, but Granny Johnson convinces her to stay and treat an ailing white woman, Miss Em. Meanwhile, Dr. Canady, a black physician from another part of the state, visits Pinky and asks her to train some Negro students, but she declines. Pinky nurses Miss Em but is resentful because she seems to feel that she is doing the same thing her grandmother did. Pinky and Miss Em slowly develop a mutual respect for one another. Mrs. Em leaves Pinky her property when she dies, but relatives of the deceased woman contest the new will in court.",0.905818,28/09/1949,102,The poignant story of a girl who fell hopelessly in love!,Pinky,7.7,10,7.99
en,Big River Man,"Follows Martin Strel as he attempts to cover 3,375 miles of the Amazon River in what is being billed as the world's longest swim.",0.309604,15/01/2009,100,The film documenting Martin Strel's historic swim down the Amazon,Big River Man,7.8,6,7.99
en,Four Lions,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots.",11.934045,07/05/2010,101,We are 4 Lions.,Four Lions,7.1,428,6.99
en,Little Fugitive,"Joey Norton, seven years old, lives with his older brother Lennie in a lower middle class neighborhood of Brooklyn. Joey is too small to be taken seriously by Lennie and Lennie's friends. One day, while their mother is away visiting her sick mother, Lennie and his friends play a joke on Joey. They stage an incident so that Joey thinks he has shot and killed his brother. Francois Truffault credits this classic with inspiring the French New Wave.",1.062743,06/10/1953,80,Morris Engel's All-American Classic,Little Fugitive,7.3,14,6.99
en,Bonhoeffer: Agent of Grace,"The story of Dietrich Bonhoeffer, a German clergyman of great distinction, who actively opposed Hitler and the Nazis. His convictions cost him his life.  What is a moral person to do in a time of savage immorality? That question tormented Dietrich Bonhoeffer, a German clergyman of great distinction who actively opposed Hitler and the Nazis. His convictions cost him his life. The Nazis hanged him on April 9, 1945, less than a month before the end of the war. Bonhoeffer's last years, his participation in the German resistance and his moral struggle are dramatized in this film. More than just a biographical portrait, Bonhoeffer: Agent of Grace sheds light on the little-known efforts of the German resistance. It brings to a wide audience the heroic rebellion of Bonhoeffer, a highly regarded Lutheran minister who could have kept his peace and saved his life on several occasions but instead paid the ultimate price for his beliefs.",0.502653,14/06/2000,88,"A true story of love, courage, and sacrifice.",Bonhoeffer: Agent of Grace,7.5,2,7.99
en,Ricky Gervais Live: Animals,Ricky Gervais entertains a live audience in his first stand-up routine.,0.868537,17/11/2003,73,Life on Earth: the bits David Attenborough left out,Ricky Gervais Live: Animals,7.5,16,7.99
en,Ricky Gervais Live 2: Politics,"A year after Animals, Ricky Gervais comes back with his second stand up comedy tour: Politics.",1.602457,15/11/2004,68,"A year after Animals, Ricky Gervais comes back with his second stand up comedy tour: Politics.",Ricky Gervais Live 2: Politics,7.5,14,7.99
en,Bless the Beasts & Children,Six children at a summer camp embark on a mission to save a buffalo herd from slaughter.,1.027036,18/10/1971,109,Only one animal kills just for the sport of it... Guess which...,Bless the Beasts & Children,8.8,5,8.99
en,Gigot,"A poignant comedy about a mute who befriends Nicole, the little daughter of a prostitute. Gleason shows his considerable talents as an actor without uttering a sound as he plays the bumbling, kind-hearted janitor, Gigot. Gleason wrote the original story and music for this film.",0.285559,01/11/1962,104,A new joy has come to the screen... and the world is a happier place to live in!,Gigot,8.5,3,7.99
en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,16/06/2010,103,No toy gets left behind.,Toy Story 3,7.6,4710,7.99
en,"East Side, West Side",A New Yorker's (James Mason) mistress (Ava Gardner) drives his wife (Barbara Stanwyck) to a war hero; then someone kills the mistress.,0.308694,22/12/1949,108,I was married to a man other women pursued!,"East Side, West Side",7.8,2,7.99
en,Casino Jack and the United States of Money,"A probing investigation into the lies, greed and corruption surrounding D.C. super-lobbyist Jack Abramoff and his cronies.",0.616048,09/05/2010,118,Come See Where Your Democracy Went,Casino Jack and the United States of Money,7.3,15,6.99
en,Captain from Castile,"Spain, 1518: young caballero Pedro De Vargas offends his sadistic neighbor De Silva, who just happens to be an officer of the Inquisition. Forced to flee, Pedro, friend Juan Garcia, and adoring servant girl Catana join Cortez' first expedition to Mexico. Arriving in the rich new land, Cortez decides to switch from exploration to conquest...with only 500 men. Embroiled in continuous adventures and a romantic interlude, Pedro almost forgets he has a deadly enemy...",1.057092,25/12/1947,140,Master of Women's Hearts . . . . . . . Conqueror of a New World.,Captain from Castile,7.4,5,6.99
en,Best Worst Movie,"A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",0.98166,01/01/2009,93,The Story Behind The Worst Movie Ever Made - Troll 2,Best Worst Movie,7.4,49,6.99
en,Gumshoe,A would be private eye gets mixed up in a smuggling case.,1.827144,01/12/1971,88,"the sleuth, the whole sleuth and nothing but the sleuth",Gumshoe,7.1,7,6.99
en,Kurt Cobain: About a Son,"An intimate and moving meditation on the late musician and artist Kurt Cobain, based on more than 25 hours of previously unheard audiotaped interviews conducted with Cobain by noted music journalist Michael Azerrad for his book ""Come As You Are: The Story of Nirvana."" In the film, Kurt Cobain recounts his own life - from his childhood and adolescence to his days of musical discovery and later dealings with explosive fame - and offers often piercing insights into his life, music, and times. The conversations heard in the film have never before been made public and they reveal a highly personal portrait of an artist much discussed but not particularly well understood. Written by AJ Schnack",0.853595,03/10/2006,96,Kurt Cobain in his own words.,Kurt Cobain: About a Son,7.1,22,6.99
en,The Gazebo,TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.,1.527735,16/12/1959,100,"All the love, laughs and murderous fun of the Broadway smash hit!",The Gazebo,8.7,3,8.99
en,9/11: The Twin Towers,Discovery Channel documentary,0.038851,03/09/2006,98,9/11: The Day the World Changed,9/11: The Twin Towers,8,1,7.99
en,When You're Strange,"A documentary about the life of California rock band The Doors, written and directed by Tom DiCillo and narrated by Johnny Depp. Makes public for the first time material from Jim Morrison's 1969 film fragment ‘HWY: An American Pastoral’, and spans the period from the band’s formation through to Morrison’s death in 1973, aged just 27.",2.669145,17/01/2009,86,A film about The Doors,When You're Strange,7.5,45,7.99
en,Young Bess,"The mother died under the executioner's axe; the daughter rose to become England's greatest monarch -- the brilliant and cunning Queen Elizabeth I. Jean Simmons portrays young Bess in this rich tapestry of a film that traces the tumultuous, danger-fraught years from Elizabeth's birth to her unexpected ascension to the throne at a mere 25. Charles Laughton reprises his Academy Award®-winning* role as her formidable father Henry VIII. Deborah Kerr plays her last stepmother (and Henry's last of six wives), gentle Catherine Parr. And Simmons' then real-life husband, Stewart Granger, adds heroics as Lord Admiral Thomas Seymour. In a resplendent world of adventure, romance and court intrigue, Young Bess reigns.",0.376565,29/05/1953,112,A Great and Spectacular Drama!,Young Bess,7.1,4,6.99
en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",22.274502,08/07/2010,95,Superbad. Superdad.,Despicable Me,7.1,6595,6.99
en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,14/07/2010,148,Your mind is the scene of the crime.,Inception,8.1,14075,7.99
en,Batman: Under the Red Hood,"Batman faces his ultimate challenge as the mysterious Red Hood takes Gotham City by firestorm. One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",7.039325,27/07/2010,75,Dare to Look Beneath the Hood.,Batman: Under the Red Hood,7.6,459,7.99
en,Mr. Nobody,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",11.817059,11/09/2009,156,"Nothing is real, everything is possible.",Mr. Nobody,7.9,1616,7.99
en,In a Day,A young woman spends a curiously unpredictable day with a stranger.,0.989885,08/03/2006,81,...anything can happen.,In a Day,7.1,9,6.99
en,Lucky,"A documentary about the American lottery and some of the industry's biggest winners (and losers). Qang is a Vietnamese refugee, whose American dream materializes in the form of $22 million while working the floors of a meatpacking factory; James is a sheltered outcast living with his team of cats in a litter strewn bungalow, before chance pays him a multi-million dollar hand.",0.437868,24/01/2010,90,A documentary about the American lottery and some of the industry's biggest winners (and losers).,Lucky,8,2,7.99
en,The L-Shaped Room,"Leslie Caron plays a young, pregnant, unmarried Frenchwoman who takes a room in a seedy boarding house in London. She soon makes friends with Toby, a struggling writer who lives downstairs, and eventually gets to accept her room and the strange characters in the house. But what to do about her baby? And what to do about Toby?",0.551158,20/11/1962,126,Sex is not a forbidden word.,The L-Shaped Room,7.2,6,6.99
en,The Two Escobars,"Pablo Escobar was the richest, most powerful drug kingpin in the world, ruling the Medellin Cartel with an iron fist. Andres Escobar was the biggest soccer star in Colombia. The two were not related, but their fates were inextricably-and fatally-intertwined. Pablo's drug money had turned Andres' national team into South American champions, favored to win the 1994 World Cup in Los Angeles. It was there, in a game against the U.S., that Andres committed one of the most shocking mistakes in soccer history, scoring an ""own goal"" that eliminated his team from the competition and ultimately cost him his life. The Two Escobars is a riveting examination of the intersection of sports, crime, and politics.",0.758472,22/06/2010,100,Sometimes it really is a matter of life and death.,The Two Escobars,7.6,14,7.99
en,Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",13.793301,27/07/2010,112,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2185,6.99
en,12th & Delaware,The abortion battle continues to rage in unexpected ways on one corner in an American city.,0.155882,01/04/2010,90,Every day a battle is born.,12th & Delaware,8.4,4,7.99
en,Gasland,"It is happening all across America-rural landowners wake up one day to find a lucrative offer from an energy company wanting to lease their property. Reason? The company hopes to tap into a reservoir dubbed the ""Saudi Arabia of natural gas."" Halliburton developed a way to get the gas out of the ground-a hydraulic drilling process called ""fracking""-and suddenly America finds itself on the precipice of becoming an energy superpower.",4.334953,24/01/2010,107,Can you light your water on fire?,Gasland,7.4,52,6.99
en,Visual Acoustics,"Visual Acoustics celebrates the life and career of Julius Shulman, the world's greatest architectural photographer, whose images brought modern architecture to the American mainstream. Shulman, who passed away this year, captured the work of nearly every modern and progressive architect since the 1930s including Frank Lloyd Wright, Richard Neutra, John Lautner and Frank Gehry. His images epitomized the singular beauty of Southern California's modernist movement and brought its iconic structures to the attention of the general public. This unique film is both a testament to the evolution of modern architecture and a joyful portrait of the magnetic, whip-smart gentleman who chronicled it with his unforgettable images.",0.817628,09/10/2009,83,The modernism of Julius Shulman,Visual Acoustics,7.8,4,7.99
en,Hated:  GG Allin & the Murder Junkies,"An overview of the life of the most shocking, vile, and notorious of punk rock legends.",0.822172,01/01/1994,50,GG Allin is God,Hated:  GG Allin & the Murder Junkies,7.3,16,6.99
en,Bananaz,"A documentary on the cryptic cartoon band, Gorillaz. From 2000-2006 director Ceri Levy filmed the creators behind the scenes, revealing the first drawings, animations and music, and following the evolution of the group through to the album Demon Days.",0.075089,07/02/2008,92,"A documentary on the cryptic cartoon band, Gorillaz.",Bananaz,8,2,7.99
en,Larceny Inc.,"A hoodlum tries to go legit to buy a dog tract but needs investment money which he plans to get by robbing a bank, tunning in from a neighboring luggage shop. He takes over the luggage shop but is thwarted by its unexpected success.",0.322872,24/04/1942,96,Hold onto your hearts girls!!! Here comes the racket king!,Larceny Inc.,7.1,7,6.99
en,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",16.972995,30/09/2010,120,You don't get to 500 million friends without making a few enemies.,The Social Network,7.1,3492,6.99
en,Susan Slept Here,"Suffering from a case of writer's block, screenwriter Dick Powell and his witty gofer, Alvy Moore, get an unexpected visit from his cop friend on Christmas Eve. Knowing Powell is working on an upcoming juvenile delinquent script, his cop friend brings by his latest juvenile delinquent, Debbie Reynolds, to entrust with Powell for the holidays thinking she will inspire several new story lines for Powell's script in the process as well as providing a place for Reynolds to spend the holidays outside of juvie hall. All plans go awry when Reynolds inserts herself between Powell and his fiance, Anne Frances, stealing him away all for herself in this May-December comedic love affair.",0.154947,14/07/1954,98,She slept in his bed...wore his pajamas - THEN SHE REALLY TOOK OVER!,Susan Slept Here,7.7,3,7.99
en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",10.279685,06/08/2010,89,You never forget your first love.,Flipped,7.4,426,6.99
en,Mudhoney,"In this Depression-era tale, Calef is traveling from Michigan to California and stops in Spooner, Missouri, where Lute hires him for odd jobs. Calef gets involved with Lute's niece, Hannah. But she is married to Sidney, a wife-beating drunk who hopes to inherit his uncle-in-law's money. Sidney and an eccentric preacher plot against Calef, who finds it difficult to conceal his mysterious past and his growing affection for Sidney's wife.",0.666828,25/05/1965,92,...leaves a taste of evil!,Mudhoney,7.5,9,7.99
en,The Crimson Wing: Mystery of the Flamingos,"In a remote and forgotten wilderness, one of nature's last great mysteries unfolds: the birth, life and death of a million crimson-winged flamingos. Against a dramatic backdrop of never-before filmed landscapes, these secretive birds struggle to survive and prevail over danger and fate. This inspiring story, set in the extraordinary 'otherworld' of Lake Natron in northern Tanzania, the cradle of humankind, reminds us: here on earth is a universe waiting to be discovered.",0.45372,17/12/2008,78,"One lake, a million birds, an incredible story!",The Crimson Wing: Mystery of the Flamingos,7.3,6,6.99
en,West Point,"Wealthy Brice Wayne enters West Point and, though he does well on the football field, angers fellow cadets with his arrogance.",0.226302,07/01/1928,95,His idea of Field Manuevers weren't military -- he thought they meant a petting party! While the other,West Point,7.5,2,7.99
en,One Million B.C.,"One Million B.C. is a 1940 American fantasy film produced by Hal Roach Studios and released by United Artists. It is also known by the titles Cave Man, Man and His Mate, and Tumak. The film stars Victor Mature as protagonist Tumak, a young cave man who strives to unite the uncivilized Rock Tribe and the peaceful Shell Tribe, Carole Landis as Loana, daughter of the Shell Tribe chief and Tumak's love interest, and Lon Chaney, Jr. as Tumak's stern father and leader of the Rock Tribe.",0.461924,26/04/1940,80,So amazing you won't believe your eyes!,One Million B.C.,7.5,4,7.99
en,Inside Job,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",10.30535,08/10/2010,109,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,287,7.99
en,Bianca Beauchamp: All Access,"Documents the sub-culture of latex fetishism. ALL ACCESS offers a visit inside the private and public circles of a fetish icons. It follows Bianca Beauchamp through three days and three nights during one of the Montreal Fetish Weekend. A party at home, a book signing, and a visit to a fetish event with peeps dressed in latex from head to toe. Written by Martin Perreault",0.44374,21/07/2007,85,The most fun you can get at a fetish event without actually having to dress up!,Bianca Beauchamp: All Access,8,3,7.99
en,Restrepo,"Winner of the 2010 Sundance Film Festival Grand Jury Prize for a Documentary, Restrepo chronicles the deployment of a U.S. platoon of courageous American soldiers in Afghanistan's Korengal Valley, considered to be one of the most dangerous postings in the U.S. military.",4.577881,25/06/2010,93,"One platoon, one valley, one year",Restrepo,7.3,117,6.99
en,The Fox,Two women who live a quiet life on a farm in rural Canada are surprised by the visit of the former tenant’s grandson.,0.429236,13/12/1967,110,Between Ellen and Jill came Paul...,The Fox,7.8,5,7.99
en,Det Perfekte Menneske,"An elegant and humorous film—in the guise of a serious anthropological treatise—spotlights ""The Perfect Human,"" a model of the modern Dane created by our wishful thinking.",0.74442,01/01/1967,13,"Look at him now, look at him all the time.",The Perfect Human,7.2,10,6.99
en,Undisputed III : Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",16.201377,22/05/2010,96,One deadly tournament. Last fight for freedom.,Undisputed III : Redemption,7.3,182,6.99
en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",12.989056,02/12/2010,108,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,7.3,4562,6.99
en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",23.300362,17/10/2010,146,One Way… One Fate… One Hero.,Harry Potter and the Deathly Hallows: Part 1,7.5,5708,7.99
en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",11.260387,06/09/2010,118,Find your voice.,The King's Speech,7.6,2817,7.99
en,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",14.684761,24/11/2010,100,They're taking adventure to new lengths.,Tangled,7.4,3419,6.99
en,Neptune's Daughter,"Scatterbrained Betty Barrett mistakes masseur Jack Spratt for Jose O'Rourke, the captain of the South American polo team. Spratt goes along with the charade, but the situation becomes more complicated when they fall in love. Meanwhile, Betty's sensible older sister Eve fears Betty's heart will be broken when Jose returns to South America. She arranges to meet with the real O'Rourke and love soon blossoms between them as well.",0.400869,10/06/1949,95,With a Great Cast of Stars! Bathing Beauties! Songs and Spectacle!,Neptune's Daughter,7.7,3,7.99
en,The Fighter,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",14.141837,17/12/2010,116,Every dream deserves a fighting chance.,The Fighter,7.2,1512,6.99
